Town,Year,Town Code,Number of Returns,Percent Affordable,Affordability Score,IIE Score,County
Easton,2015,46,3158,0.55,1.293532338308458,96.7151839371706,Fairfield
East Windsor,2015,47,5510,14.59,36.21890547263682,65.96929389859257,Hartford
Ellington,2015,48,7509,5.73,14.179104477611943,84.24018573222953,Tolland
Enfield,2015,49,19695,12.5,31.019900497512438,61.3125185094194,Hartford
Essex,2015,50,3219,1.53,3.73134328358209,93.22894503053897,Middlesex
Fairfield,2015,51,24037,2.32,5.696517412935323,93.76018112998308,Fairfield
Farmington,2015,52,12017,8.11,20.099502487562187,91.38563022467933,Hartford
Franklin,2015,53,911,6.23,15.422885572139306,77.38077478170179,New London
Glastonbury,2015,54,15681,5.56,13.756218905472638,92.30708406259873,Hartford
Goshen,2015,55,1320,0.54,1.2686567164179106,87.8447387853041,Litchfield
Granby,2015,56,4976,3.26,8.034825870646767,89.69220149110454,Hartford
Greenwich,2015,57,26471,5.32,13.159203980099505,99.15261131613845,Fairfield
Griswold,2015,58,5533,8.42,20.870646766169155,57.06342206441265,New London
Groton,2015,59,11373,22.67,56.31840796019902,61.227723234785906,New London
Guilford,2015,60,9999,2.43,5.970149253731344,93.22628108814743,New Haven
Haddam,2015,61,3848,1.2,2.91044776119403,86.68918518426477,Middlesex
Hamden,2015,62,25207,7.92,19.62686567164179,74.67086273008874,New Haven
Hampton,2015,63,1093,4.67,11.542288557213931,72.07497784479585,Windham
Hartford,2015,64,48890,40.23,100.0,1.6020068242928431,Hartford
Hartland,2015,65,816,1.05,2.537313432835821,81.6802580937722,Hartford
Harwinton,2015,66,2488,2.59,6.368159203980099,83.66245196279789,Litchfield
Hebron,2015,67,4173,2.92,7.189054726368159,88.1040724642915,Tolland
Kent,2015,68,1294,3.66,9.029850746268659,83.35100668880257,Litchfield
Killingly,2015,69,7741,13.83,34.32835820895523,46.47198934733634,Windham
Killingworth,2015,70,2813,0.77,1.8407960199004978,94.4516773737365,Middlesex
Lebanon,2015,71,3235,3.49,8.606965174129355,76.97091220557377,New London
Ledyard,2015,72,6684,4.34,10.721393034825871,73.63998956361218,New London
Lisbon,2015,73,1671,3.47,8.55721393034826,73.09467425224426,New London
Litchfield,2015,74,3831,4.93,12.18905472636816,89.33150938096112,Litchfield
Lyme,2015,75,926,0.82,1.965174129353234,96.67036554365627,New London
Madison,2015,76,7963,1.62,3.9552238805970155,94.92168923055969,New Haven
Manchester,2015,77,28179,14.48,35.945273631840806,66.74699226254282,Hartford
Mansfield,2015,78,5415,10.82,26.8407960199005,84.69094119411096,Tolland
Marlborough,2015,79,2822,2.09,5.124378109452736,88.98014815058723,Hartford
Meriden,2015,80,27235,16.48,40.920398009950254,47.888717980821575,New Haven
Middletown,2015,83,20942,23.29,57.86069651741294,69.8338618005488,Middlesex
Milford,2015,84,25635,5.49,13.582089552238807,86.32581717932186,New Haven
Monroe,2015,85,8743,0.94,2.2636815920398012,88.55431853099336,Fairfield
Montville,2015,86,8319,5.06,12.512437810945274,63.3475044308901,New London
Morris,2015,87,1035,1.9,4.651741293532338,82.08968972302765,Litchfield
Naugatuck,2015,88,14380,8.68,21.51741293532338,57.79448879873141,New Haven
New Britain,2015,89,31104,20.11,49.95024875621891,13.415637691267051,Hartford
New Canaan,2015,90,7962,2.64,6.492537313432837,100.0,Fairfield
New Fairfield,2015,91,6097,0.93,2.238805970149254,81.63150673793221,Fairfield
New Hartford,2015,92,3262,2.7,6.64179104477612,85.13808189779905,Litchfield
New Haven,2015,93,48740,30.24,75.14925373134328,48.05589670057877,New Haven
Newington,2015,94,15274,8.64,21.417910447761194,74.86562838787418,Hartford
New London,2015,95,11150,23.45,58.258706467661696,23.50584870423971,New London
New Milford,2015,96,12813,4.25,10.497512437810947,75.41149725290141,Litchfield
Newtown,2015,97,11621,1.94,4.751243781094527,91.40731372503672,Fairfield
Norfolk,2015,98,709,3.83,9.452736318407961,89.41969954467939,Litchfield
North Branford,2015,99,6867,2.42,5.945273631840796,81.52203053166843,New Haven
North Canaan,2015,100,361,9.39,23.28358208955224,60.63763755898432,Litchfield
North Haven,2015,101,11596,4.99,12.338308457711445,85.1348606424297,New Haven
North Stonington,2015,102,2360,1.34,3.258706467661692,78.28256748872002,New London
Norwalk,2015,103,41452,12.32,30.57213930348259,79.38621285857808,Fairfield
Norwich,2015,104,17587,19.17,47.61194029850747,34.83609776850669,New London
Old Lyme,2015,105,3645,1.49,3.6318407960199006,92.52878815546009,New London
Old Saybrook,2015,106,4985,1.73,4.2288557213930345,85.1024200247206,Middlesex
Orange,2015,107,6502,1.33,3.233830845771145,90.24522760102107,New Haven
Oxford,2015,108,5679,1.22,2.9601990049751246,86.89990599763236,New Haven
Plainfield,2015,109,6411,15.07,37.41293532338309,44.68124007314131,Windham
Plainville,2015,110,8721,7.66,18.980099502487562,69.55283946591942,Hartford
Plymouth,2015,111,5684,7.79,19.30348258706468,67.15619758941781,Litchfield
Pomfret,2015,112,1840,3.27,8.059701492537314,79.3680783847297,Windham
Portland,2015,113,4474,8.36,20.72139303482587,81.27353521122507,Middlesex
Preston,2015,114,2110,4.46,11.01990049751244,73.52238571789384,New London
Prospect,2015,115,4465,1.21,2.9353233830845773,83.60305032134745,New Haven
Putnam,2015,116,4010,14.38,35.69651741293533,42.015358117198566,Windham
Redding,2015,117,3873,0.03,0.0,96.9419171602865,Fairfield
Ridgefield,2015,118,10107,2.72,6.691542288557215,96.79908796859569,Fairfield
Rocky Hill,2015,119,9653,5.13,12.686567164179106,82.39279056155951,Hartford
Roxbury,2015,120,985,1.8,4.402985074626866,92.92129761150962,Litchfield
Salem,2015,121,1877,1.96,4.800995024875622,83.20851438942245,New London
Salisbury,2015,122,1618,1.35,3.2835820895522394,86.78127844532918,Litchfield
Scotland,2015,123,332,2.5,6.144278606965174,72.96706026655826,Windham
Seymour,2015,124,7777,5.68,14.054726368159205,73.69481721199222,New Haven
Sharon,2015,125,1006,1.46,3.557213930348259,94.34590018994099,Litchfield
Shelton,2015,126,19144,3.54,8.73134328358209,80.86674371790335,Fairfield
Sherman,2015,127,1601,0.33,0.7462686567164181,84.54118887130876,Fairfield
Simsbury,2015,128,10588,3.72,9.179104477611942,92.80083320349868,Hartford
Somers,2015,129,4328,5.43,13.432835820895523,83.25774491696664,Tolland
Southbury,2015,130,8890,1.33,3.233830845771145,88.30553551973317,New Haven
Sprague,2015,133,1499,5.77,14.27860696517413,54.21374593806342,New London
Stafford,2015,134,5446,9.21,22.835820895522392,64.86158985270714,Tolland
Stamford,2015,135,60309,16.81,41.74129353233831,83.44358555398384,Fairfield
Sterling,2015,136,1438,3.31,8.159203980099504,54.86490771961115,Windham
Stonington,2015,137,12536,4.98,12.313432835820898,83.09762869412265,New London
Stratford,2015,138,24976,5.97,14.776119402985076,67.47984125276274,Fairfield
Suffield,2015,139,6257,5.43,13.432835820895523,85.52488184289464,Hartford
Thomaston,2015,140,3669,6.9,17.08955223880597,73.81754586399106,Litchfield
Thompson,2015,141,4188,6.57,16.26865671641791,40.62829837939453,Windham
Tolland,2015,142,6616,3.5,8.631840796019901,88.16137827512667,Tolland
Torrington,2015,143,16049,12.61,31.29353233830846,56.04586836695476,Litchfield
Trumbull,2015,144,15631,4.47,11.044776119402986,88.71267454204296,Fairfield
Union,2015,145,274,2.58,6.343283582089552,80.89683623287831,Tolland
Vernon,2015,146,14373,16.29,40.44776119402985,66.0907202169303,Tolland
Voluntown,2015,147,1195,4.79,11.840796019900498,67.49062477754056,New London
Wallingford,2015,148,21600,5.11,12.636815920398012,78.49179718005459,New Haven
Warren,2015,149,413,0.62,1.4676616915422886,87.21133435802865,Litchfield
Washington,2015,150,1799,2.17,5.323383084577114,92.97768153400085,Litchfield
Waterbury,2015,151,45988,23.06,57.28855721393035,12.685477087386502,New Haven
Waterford,2015,152,9485,4.67,11.542288557213931,78.93431560666392,New London
Watertown,2015,153,10415,4.33,10.696517412935325,76.91745195269593,Litchfield
Westbrook,2015,154,3206,4.78,11.815920398009952,85.72115609053047,Middlesex
West Hartford,2015,155,28342,7.5,18.582089552238806,88.57010010699156,Hartford
West Haven,2015,156,24306,13.05,32.388059701492544,47.23259241079469,New Haven
Weston,2015,157,4005,0.08,0.12437810945273632,98.84197063359548,Fairfield
Westport,2015,158,11464,3.07,7.562189054726368,99.20800609116075,Fairfield
Wethersfield,2015,159,13025,8.47,20.995024875621894,79.10784207171227,Hartford
Willington,2015,160,2646,7.89,19.55223880597015,75.1011728787932,Tolland
Wilton,2015,161,7374,3.92,9.676616915422887,97.98446943354104,Fairfield
Winchester,2015,162,4944,12.88,31.96517412935324,58.972070510699155,Litchfield
Windham,2015,163,9418,31.26,77.68656716417911,27.277015191759617,Windham
Windsor,2015,164,14572,7.0,17.33830845771144,71.49823940273015,Hartford
Windsor Locks,2015,165,6396,8.95,22.18905472636816,65.08666155243799,Hartford
Wolcott,2015,166,7673,7.5,18.582089552238806,75.68741364442697,New Haven
Woodbridge,2015,167,4017,1.18,2.8606965174129355,95.89743735606754,New Haven
Woodbury,2015,168,4640,1.93,4.72636815920398,88.71650119521577,Litchfield
Woodstock,2015,169,3581,2.74,6.741293532338309,75.94289971620049,Windham
Andover,2016,1,1522,3.04,7.7486910994764395,84.07927095267897,Tolland
Ansonia,2016,2,8659,13.72,35.70680628272251,47.02481903846716,New Haven
Ashford,2016,3,2105,3.52,9.00523560209424,71.8109205740609,Windham
Avon,2016,4,8455,3.83,9.81675392670157,97.26930508582184,Hartford
Barkhamsted,2016,5,1816,1.26,3.0890052356020945,81.57830402505648,Litchfield
Beacon Falls,2016,6,2876,1.47,3.638743455497382,79.5821783104866,New Haven
Berlin,2016,7,10086,8.78,22.77486910994764,84.12868415281548,Hartford
Bethany,2016,8,2455,0.49,1.0732984293193717,93.27968866306544,New Haven
Bethel,2016,9,8750,4.66,11.989528795811518,76.92110428676433,Fairfield
Bethlehem,2016,10,1687,1.78,4.450261780104712,81.34562062658162,Litchfield
Bloomfield,2016,11,10804,10.82,28.115183246073297,79.73715018218479,Hartford
Bolton,2016,12,2384,0.99,2.3821989528795813,86.6536479501019,Tolland
Bozrah,2016,13,1211,3.12,7.958115183246074,81.6102915395559,New London
Branford,2016,14,14392,3.23,8.24607329842932,85.77932173027826,New Haven
Bridgeport,2016,15,59738,19.82,51.675392670157066,3.2715531410947563,Fairfield
Bridgewater,2016,16,812,0.45,0.968586387434555,96.73201912124077,Litchfield
Bristol,2016,17,28599,13.66,35.54973821989529,62.207607482632184,Hartford
Brookfield,2016,18,8133,3.9,10.0,87.26595157948259,Fairfield
Brooklyn,2016,19,3459,10.7,27.801047120418847,63.7793656291907,Windham
Burlington,2016,20,4285,2.12,5.340314136125655,89.4449048468184,Hartford
Canaan,2016,21,1733,7.19,18.612565445026178,64.47866222148002,Litchfield
Canterbury,2016,22,2326,6.8,17.591623036649214,65.3641732369372,Windham
Canton,2016,23,4680,7.01,18.141361256544503,90.75259738983289,Hartford
Chaplin,2016,24,1037,3.34,8.534031413612565,71.79482775129578,Windham
Cheshire,2016,25,12393,3.5,8.952879581151832,90.79785255929374,New Haven
Chester,2016,26,1879,2.08,5.2356020942408374,89.4568408467437,Middlesex
Clinton,2016,27,6343,2.21,5.575916230366492,80.76396337760539,Middlesex
Colchester,2016,28,7564,8.48,21.98952879581152,81.33178608838519,New London
Colebrook,2016,29,575,1.11,2.696335078534031,80.2253729018509,Litchfield
Columbia,2016,30,2602,4.25,10.916230366492146,83.35550070267593,Tolland
Cornwall,2016,31,741,3.28,8.37696335078534,81.79361624812233,Litchfield
Coventry,2016,32,5860,4.88,12.56544502617801,81.11882906022939,Tolland
Cromwell,2016,33,7005,6.33,16.361256544502616,83.49033123183203,Middlesex
Danbury,2016,34,36562,10.52,27.329842931937172,55.68872931114948,Fairfield
Darien,2016,35,8366,3.41,8.717277486910994,99.46613877824434,Fairfield
Deep River,2016,36,2182,2.34,5.9162303664921465,89.06288577443358,Middlesex
Derby,2016,37,5853,11.39,29.607329842931936,56.8042677003325,New Haven
Durham,2016,38,3468,1.71,4.267015706806283,90.62773019340742,Middlesex
Eastford,2016,39,682,2.27,5.732984293193717,80.31844816066007,Windham
East Granby,2016,40,2482,5.11,13.167539267015707,85.31875307416044,Hartford
East Haddam,2016,41,3901,2.2,5.549738219895288,84.28146123992816,Middlesex
East Hampton,2016,42,6139,3.21,8.193717277486911,83.5303387767301,Middlesex
East Hartford,2016,43,24275,15.66,40.78534031413612,37.44500954687368,Hartford
East Haven,2016,44,13453,7.56,19.58115183246073,66.20615588906708,New Haven
East Lyme,2016,45,8469,6.01,15.523560209424083,84.48127092809148,New London
Easton,2016,46,3245,0.59,1.3350785340314135,96.63535296224536,Fairfield
East Windsor,2016,47,5597,13.99,36.41361256544503,69.4309543095649,Hartford
Ellington,2016,48,7538,5.43,14.00523560209424,86.96458279356983,Tolland
Enfield,2016,49,19700,11.98,31.151832460732983,61.44103371971017,Hartford
Essex,2016,50,3202,1.5,3.7172774869109944,93.86295594467727,Middlesex
Fairfield,2016,51,24521,2.22,5.602094240837697,94.67496250688555,Fairfield
Farmington,2016,52,12096,7.66,19.842931937172775,91.63731988968212,Hartford
Franklin,2016,53,899,6.36,16.43979057591623,78.35729206282132,New London
Glastonbury,2016,54,15851,5.32,13.717277486910994,93.09265373972427,Hartford
Goshen,2016,55,1339,0.42,0.8900523560209423,90.22407274969193,Litchfield
Granby,2016,56,5003,3.03,7.722513089005235,90.42430014363077,Hartford
Greenwich,2016,57,27333,4.91,12.643979057591624,99.38008272836773,Fairfield
Griswold,2016,58,5492,7.42,19.214659685863875,58.90375566449152,New London
Groton,2016,59,11525,22.39,58.403141361256544,62.37033909007263,New London
Guilford,2016,60,10122,2.34,5.9162303664921465,93.49895256938689,New Haven
Haddam,2016,61,3956,1.48,3.664921465968586,87.85255114708157,Middlesex
Hamden,2016,62,25212,7.99,20.706806282722514,75.48295473305365,New Haven
Hampton,2016,63,1107,3.53,9.031413612565444,74.2981149197231,Windham
Hartford,2016,64,49075,38.28,100.0,-1.4210854715202004e-14,Hartford
Hartland,2016,65,839,0.58,1.3089005235602091,83.30627221321117,Hartford
Harwinton,2016,66,2559,2.41,6.0994764397905765,83.59374131671031,Litchfield
Hebron,2016,67,4287,2.64,6.701570680628272,86.21741298927952,Tolland
Kent,2016,68,1306,3.72,9.528795811518325,82.77591692139544,Litchfield
Killingly,2016,69,7753,12.24,31.832460732984295,46.99072500137952,Windham
Killingworth,2016,70,2872,0.89,2.120418848167539,94.08750824412502,Middlesex
Lebanon,2016,71,3289,3.33,8.507853403141361,79.84962804787375,New London
Ledyard,2016,72,6676,3.77,9.659685863874346,74.53633332729969,New London
Lisbon,2016,73,1702,2.95,7.513089005235602,71.4407834326813,New London
Litchfield,2016,74,3861,4.73,12.172774869109949,88.3284866316769,Litchfield
Lyme,2016,75,962,0.82,1.9371727748691099,96.28898493087408,New London
Madison,2016,76,8080,1.62,4.031413612565445,95.32911063450308,New Haven
Manchester,2016,77,28487,13.85,36.047120418848166,64.24592454605671,Hartford
Mansfield,2016,78,5379,10.65,27.670157068062828,83.55589644072879,Tolland
Marlborough,2016,79,2865,2.01,5.052356020942407,89.43317005617698,Hartford
Meriden,2016,80,27258,15.75,41.02094240837696,47.365607697436424,New Haven
Middlebury,2016,81,3425,3.94,10.104712041884817,92.51136382790033,New Haven
Middlefield,2016,82,2024,2.47,6.2565445026178015,86.92092751747344,Middlesex
Middletown,2016,83,20824,21.32,55.602094240837694,70.25173642910497,Middlesex
Milford,2016,84,25909,5.25,13.534031413612565,86.32687773427348,New Haven
Monroe,2016,85,8746,1.0,2.4083769633507854,89.19352478901023,Fairfield
Montville,2016,86,8321,4.71,12.120418848167539,64.18537939866255,New London
Morris,2016,87,1078,1.9,4.764397905759162,84.79107092341872,Litchfield
Naugatuck,2016,88,14358,8.04,20.83769633507853,57.41360789745173,New Haven
New Britain,2016,89,31360,18.22,47.48691099476439,16.01094959133161,Hartford
New Canaan,2016,90,8225,2.66,6.7539267015706805,100.0,Fairfield
New Fairfield,2016,91,6128,1.29,3.167539267015707,81.75929750305892,Fairfield
New Hartford,2016,92,3315,2.74,6.963350785340315,88.24914155062504,Litchfield
New Haven,2016,93,49107,29.89,78.03664921465969,47.36022782472119,New Haven
Newington,2016,94,15349,8.13,21.073298429319372,75.31651272225861,Hartford
New London,2016,95,11247,22.95,59.86910994764398,24.865221793817142,New London
New Milford,2016,96,12918,3.72,9.528795811518325,76.84973166961392,Litchfield
Newtown,2016,97,11857,2.17,5.471204188481675,92.3509558022736,Fairfield
Norfolk,2016,98,739,3.72,9.528795811518325,85.78717985597287,Litchfield
North Branford,2016,99,6815,2.24,5.654450261780105,85.3937398889888,New Haven
North Canaan,2016,100,362,9.2,23.874345549738216,57.10300353536616,Litchfield
North Haven,2016,101,11835,4.92,12.670157068062826,86.0368503636579,New Haven
North Stonington,2016,102,2413,1.47,3.638743455497382,78.22111338903333,New London
Norwalk,2016,103,41970,12.71,33.06282722513089,79.37459415393785,Fairfield
Norwich,2016,104,17788,18.72,48.795811518324605,35.59449178345726,New London
Old Lyme,2016,105,3731,1.45,3.5863874345549736,93.78980629429378,New London
Old Saybrook,2016,106,5114,1.64,4.0837696335078535,88.33345338795242,Middlesex
Orange,2016,107,6677,1.33,3.2722513089005236,90.96711499875704,New Haven
Oxford,2016,108,5803,1.43,3.5340314136125652,86.37331585572606,New Haven
Plainfield,2016,109,6481,13.44,34.973821989528794,44.955171458972195,Windham
Plainville,2016,110,8848,6.5,16.80628272251309,72.8497894187413,Hartford
Plymouth,2016,111,5704,7.36,19.05759162303665,69.0585913802807,Litchfield
Pomfret,2016,112,1874,2.85,7.2513089005235605,79.11286302882955,Windham
Portland,2016,113,4477,8.22,21.30890052356021,80.63319928230837,Middlesex
Preston,2016,114,2142,4.21,10.811518324607329,75.68812209353443,New London
Prospect,2016,115,4508,1.3,3.193717277486911,82.9183951898955,New Haven
Putnam,2016,116,4018,13.07,34.00523560209424,36.896807695933205,Windham
Redding,2016,117,3953,0.24,0.418848167539267,97.45312070479369,Fairfield
Ridgefield,2016,118,10347,2.86,7.277486910994764,97.95083433360128,Fairfield
Rocky Hill,2016,119,9734,4.68,12.041884816753926,84.05439826608563,Hartford
Roxbury,2016,120,997,1.89,4.7382198952879575,94.1692657029211,Litchfield
Salem,2016,121,1880,1.71,4.267015706806283,83.41871079754645,New London
Salisbury,2016,122,1640,1.2,2.9319371727748686,89.97591863166815,Litchfield
Scotland,2016,123,328,2.5,6.335078534031414,72.20598924260179,Windham
Seymour,2016,124,7922,5.48,14.136125654450263,74.147570173762,New Haven
Sharon,2016,125,1025,2.08,5.2356020942408374,91.87737602030552,Litchfield
Shelton,2016,126,19370,2.91,7.408376963350785,81.67474117702305,Fairfield
Sherman,2016,127,1589,0.44,0.9424083769633507,86.43819587123362,Fairfield
Simsbury,2016,128,10710,4.48,11.518324607329843,92.91569453807631,Hartford
Somers,2016,129,4393,5.26,13.56020942408377,84.33913820336731,Tolland
Southbury,2016,130,8873,1.37,3.3769633507853403,88.87389800632315,New Haven
Southington,2016,131,20479,4.98,12.827225130890053,83.0742738604354,Hartford
South Windsor,2016,132,12201,6.46,16.701570680628272,86.91132799934734,Hartford
Sprague,2016,133,1498,5.61,14.476439790575917,61.68236054325111,New London
Stafford,2016,134,5465,7.9,20.471204188481675,66.02504325806643,Tolland
Stamford,2016,135,61016,16.02,41.72774869109947,82.66586793465558,Fairfield
Sterling,2016,136,1433,2.65,6.727748691099476,55.12398422786118,Windham
Stonington,2016,137,12692,4.84,12.460732984293193,84.01043923859754,New London
Stratford,2016,138,25219,5.97,15.418848167539267,68.6267502083559,Fairfield
Suffield,2016,139,6313,5.05,13.01047120418848,88.51255716920153,Hartford
Thomaston,2016,140,3715,5.68,14.659685863874344,73.6781873926822,Litchfield
Thompson,2016,141,4172,5.9,15.235602094240837,35.79047097136318,Windham
Tolland,2016,142,6594,2.95,7.513089005235602,89.53363608973228,Tolland
Torrington,2016,143,16108,10.8,28.062827225130892,56.342333552673736,Litchfield
Trumbull,2016,144,15898,4.55,11.701570680628272,89.67573200905835,Fairfield
Union,2016,145,292,1.03,2.486910994764398,81.13911068421913,Tolland
Vernon,2016,146,14576,15.69,40.86387434554973,67.34816004325916,Tolland
Voluntown,2016,147,1211,4.35,11.178010471204187,66.18688798286104,New London
Wallingford,2016,148,21777,4.0,10.261780104712042,80.14348896900029,New Haven
Warren,2016,149,428,0.12,0.10471204188481675,88.39031419802208,Litchfield
Washington,2016,150,1820,2.45,6.204188481675393,90.40606636469519,Litchfield
Waterbury,2016,151,46280,21.25,55.41884816753927,12.168488263914625,New Haven
Waterford,2016,152,9581,4.19,10.759162303664922,79.14604563712882,New London
Watertown,2016,153,10414,4.25,10.916230366492146,77.39893124716636,Litchfield
Westbrook,2016,154,3237,4.95,12.74869109947644,91.3473392186283,Middlesex
West Hartford,2016,155,28558,7.3,18.90052356020942,89.22158122784731,Hartford
West Haven,2016,156,24394,12.97,33.7434554973822,48.22945198944771,New Haven
Weston,2016,157,4087,0.08,0.0,99.07481411341762,Fairfield
Westport,2016,158,11623,3.12,7.958115183246074,99.71715967627472,Fairfield
Wethersfield,2016,159,13120,8.09,20.968586387434552,81.06684164512328,Hartford
Willington,2016,160,2636,7.47,19.345549738219894,76.23201827087426,Tolland
Wilton,2016,161,7519,3.98,10.209424083769633,99.40129694258027,Fairfield
Winchester,2016,162,4885,11.69,30.39267015706806,58.216133520876156,Litchfield
Windham,2016,163,9508,28.96,75.6020942408377,28.48881856743084,Windham
Windsor,2016,164,14637,6.54,16.910994764397905,72.88994811574747,Hartford
Windsor Locks,2016,165,6444,8.47,21.963350785340314,64.92975727810168,Hartford
Wolcott,2016,166,7759,7.06,18.272251308900522,76.99103240893942,New Haven
Woodbridge,2016,167,4128,1.18,2.8795811518324603,95.07563042881758,New Haven
Woodbury,2016,168,4712,1.84,4.607329842931938,88.88553801048837,Litchfield
Woodstock,2016,169,3592,2.07,5.209424083769633,78.1994332728963,Windham
Andover,2017,1,1546,3.19,8.05439330543933,79.38675940933749,Tolland
Ansonia,2017,2,8746,14.36,37.264644351464426,46.28675972193512,New Haven
Ashford,2017,3,2058,3.42,8.655857740585773,72.43354339000888,Windham
Avon,2017,4,8457,3.88,9.85878661087866,96.65619268602303,Hartford
Barkhamsted,2017,5,1828,1.45,3.5041841004184096,79.68878564801236,Litchfield
Beacon Falls,2017,6,2853,1.59,3.8702928870292888,77.3800711364821,New Haven
Berlin,2017,7,10022,8.96,23.143305439330543,83.08828498811917,Hartford
Bethany,2017,8,2536,0.59,1.2552301255230123,92.86973685050808,New Haven
Bethel,2017,9,8973,4.98,12.735355648535565,76.61214784796701,Fairfield
Bethlehem,2017,10,1658,1.84,4.5240585774058575,81.7016322267163,Litchfield
Bloomfield,2017,11,10998,10.66,27.58891213389121,79.34705806027462,Hartford
Bolton,2017,12,2329,1.39,3.347280334728033,83.17778837798303,Tolland
Bozrah,2017,13,1243,3.4,8.603556485355648,78.22437421111275,New London
Branford,2017,14,14441,3.24,8.185146443514645,85.29694715391082,New Haven
Bridgeport,2017,15,60011,20.14,52.379707112970706,1.4210854715202004e-14,Fairfield
Bridgewater,2017,16,803,0.34,0.6014644351464435,94.41796810671508,Litchfield
Bristol,2017,17,28779,13.96,36.21861924686192,60.11496745781663,Hartford
Brookfield,2017,18,8180,5.14,13.153765690376567,84.584291171306,Fairfield
Brooklyn,2017,19,3557,10.54,27.275104602510456,66.53601381240296,Windham
Burlington,2017,20,4357,1.86,4.576359832635983,89.86229299467215,Hartford
Canaan,2017,21,1743,6.8,17.494769874476987,60.564780335910974,Litchfield
Canterbury,2017,22,2375,7.0,18.01778242677824,64.08009657968667,Windham
Canton,2017,23,4690,7.12,18.331589958158993,89.82201085800658,Hartford
Chaplin,2017,24,1033,3.54,8.969665271966527,65.45709521357563,Windham
Cheshire,2017,25,12425,3.56,9.021966527196652,89.3901599275255,New Haven
Chester,2017,26,1878,2.08,5.151673640167364,84.89268299336108,Middlesex
Clinton,2017,27,6373,2.31,5.7531380753138075,81.63058630923632,Middlesex
Colchester,2017,28,7748,8.7,22.463389121338906,79.3846494287171,New London
Colebrook,2017,29,589,1.11,2.615062761506276,74.11060072239376,Litchfield
Columbia,2017,30,2603,4.42,11.270920502092048,81.57240861654198,Tolland
Cornwall,2017,31,775,3.38,8.551255230125522,80.60722716605383,Litchfield
Coventry,2017,32,5950,5.04,12.89225941422594,78.88912202641826,Tolland
Cromwell,2017,33,7121,6.5,16.710251046025103,85.51662007966476,Middlesex
Danbury,2017,34,37131,10.9,28.216527196652716,54.80658741896057,Fairfield
Darien,2017,35,8391,3.52,8.917364016736402,100.0,Fairfield
Deep River,2017,36,2196,2.62,6.563807531380753,85.07772790609248,Middlesex
Derby,2017,37,5913,11.57,29.968619246861923,56.37323100497006,New Haven
Durham,2017,38,3447,1.89,4.654811715481171,90.59873709880851,Middlesex
Eastford,2017,39,657,2.02,4.9947698744769875,74.30168287075409,Windham
East Granby,2017,40,2436,5.11,13.07531380753138,80.30386917425218,Hartford
East Haddam,2017,41,3913,2.6,6.5115062761506275,82.65279264476273,Middlesex
East Hampton,2017,42,6114,3.25,8.211297071129707,83.84792129225104,Middlesex
East Hartford,2017,43,24465,15.75,40.89958158995815,34.56049583580236,Hartford
East Haven,2017,44,13620,7.7,19.848326359832633,66.48278425375139,New Haven
East Lyme,2017,45,8484,6.11,15.690376569037657,84.69124002321395,New London
Easton,2017,46,3223,0.63,1.3598326359832633,94.63204427829504,Fairfield
East Windsor,2017,47,5580,14.25,36.97698744769874,68.16056917809236,Hartford
Ellington,2017,48,7566,5.46,13.990585774058577,85.84522257992867,Tolland
Enfield,2017,49,19670,12.27,31.799163179916317,60.10546642346399,Hartford
Essex,2017,50,3274,2.27,5.648535564853556,92.85681437257149,Middlesex
Fairfield,2017,51,24631,2.25,5.596234309623431,93.67662231941809,Fairfield
Farmington,2017,52,12135,7.78,20.057531380753137,91.81967204694905,Hartford
Franklin,2017,53,908,6.36,16.344142259414227,74.39669586290171,New London
Glastonbury,2017,54,15992,5.37,13.755230125523012,92.88986088171166,Hartford
Goshen,2017,55,1356,0.36,0.653765690376569,92.20203119838197,Litchfield
Granby,2017,56,5014,3.1,7.819037656903765,89.89512454676145,Hartford
Greenwich,2017,57,27286,5.02,12.839958158995813,99.88271283251214,Fairfield
Griswold,2017,58,5490,7.58,19.53451882845188,57.85057585528034,New London
Groton,2017,59,11657,22.5,58.55125523012551,67.66027445462842,New London
Guilford,2017,60,10120,2.38,5.936192468619246,93.29347876901328,New Haven
Haddam,2017,61,3951,1.4,3.3734309623430954,86.6611763907425,Middlesex
Hamden,2017,62,25632,8.19,21.129707112970706,73.54283324843956,New Haven
Hampton,2017,63,1112,3.28,8.289748953974895,70.24753324257682,Windham
Hartford,2017,64,49731,38.35,99.99999999999999,0.9649359455300157,Hartford
Hartland,2017,65,848,0.58,1.2290794979079493,81.86135614665861,Hartford
Harwinton,2017,66,2603,2.41,6.014644351464435,84.15485432535414,Litchfield
Hebron,2017,67,4264,2.78,6.982217573221757,86.86035534294854,Tolland
Kent,2017,68,1282,3.84,9.754184100418408,82.8057780005085,Litchfield
Killingly,2017,69,7932,12.29,31.851464435146436,45.51144167723534,Windham
Killingworth,2017,70,2934,1.08,2.5366108786610875,90.6052833020771,Middlesex
Lebanon,2017,71,3318,3.65,9.257322175732217,77.13214716442153,New London
Ledyard,2017,72,6757,4.09,10.407949790794978,73.46339795498298,New London
Lisbon,2017,73,1721,3.29,8.315899581589958,69.05810805335578,New London
Litchfield,2017,74,3841,4.81,12.290794979079495,88.6241296177171,Litchfield
Lyme,2017,75,977,0.82,1.8566945606694558,96.25868334507787,New London
